"","Entity","Year","CO2_emissions","Population.Population","renewable_energy.Renewables","Nuclear..TWh.growth...sub.method.","gdp_per_capita.GDP_per_capita"
"1","Africa",1993,1041.75904141891,681868992,6.017,1.64547737639315,2902
"2","Africa",1994,1031.04222007373,699444992,5.928,124.993389044095,2870
"3","Africa",1995,1078.02014585293,717270016,5.929,169.945762796252,2869
"4","Africa",1996,1066.00840782655,735361024,6.039,115.978406818581,2934
"5","Africa",1997,1079.87401099381,753737984,6.08,83.9880719080226,2913
"6","Africa",1998,1085.0467995655,772436992,6.274,74.7323090399068,2875
"7","Africa",1999,1049.12208494642,791504000,6.448,127.526834987568,2858
"8","Africa",2000,1099.12173559501,810984000,6.761,109.585392560149,2889
"9","Africa",2001,1065.33230801633,830902976,6.957,160.409823830021,2919
"10","Africa",2002,1046.04477787122,851297984,7.188,59.2600956987583,2980
"11","Africa",2003,1108.14545078532,872248000,6.673,176.750190312847,3045
"12","Africa",2004,1156.12061306165,893843008,6.556,297.028670162177,3140
"13","Africa",2005,1147.94280637643,916153984,6.591,25.2304747931981,3320
"14","Africa",2006,1162.30583479352,939209984,6.714,77.6407845340792,3494
"15","Africa",2007,1178.19228855385,963022016,6.619,151.174113967505,3790
"16","Africa",2008,1199.95655694943,987624000,6.325,266.233910881064,4016
"17","Africa",2009,1181.05833148814,1013046016,6.371,80.2628890650511,3998
"18","Africa",2010,1174.33799448058,1039304000,6.643,156.910778751934,4340
"19","Africa",2011,1173.02486143908,1066409984,6.789,19.8554030041789,4487
"20","Africa",2012,1152.26354921277,1094343040,6.586,144.067257009283,4614
"21","Africa",2013,1137.33318415066,1123044992,6.804,128.892431764657,4577
"22","Africa",2014,1184.70798167033,1152434048,7.075,143.904981189865,4638
"23","Africa",2015,1124.99390564733,1182439040,7.1,61.1515668494843,4684
"24","Africa",2016,1116.99512972491,1213041024,6.869,112.904672876092,4680
"25","Algeria",1993,2965.06152856258,27636000,0.329,-789.947894051238,7171
"26","Algeria",1994,3053.33110882555,28214000,0.153,121.96072871624,6966
"27","Algeria",1995,3302.80134355194,28758000,0.171,392.725502468878,7079
"28","Algeria",1996,3307.11815676089,29266000,0.121,-115.184856147065,7215
"29","Algeria",1997,2925.20409877769,29743000,0.07,-410.920216521534,6897
"30","Algeria",1998,3531.30958035931,30193000,0.194,359.454178120756,7114
"31","Algeria",1999,2993.43380610992,30623000,0.181,99.7616170851974,7359
"32","Algeria",2000,2816.91523627569,31042000,0.05,-382.578442110689,8255
"33","Algeria",2001,2663.76299191706,31452000,0.061,346.687015134173,8153
"34","Algeria",2002,2806.67779714284,31855000,0.049,348.642285355517,8462
"35","Algeria",2003,2821.97475355931,32264000,0.214,480.442598561865,9071
"36","Algeria",2004,2687.29666233868,32692000,0.194,392.053101676251,9516
"37","Algeria",2005,3211.86093503074,33150000,0.408,520.51282051282,10795
"38","Algeria",2006,2978.54289516698,33641000,0.153,359.531524033174,11585
"39","Algeria",2007,3172.65118957645,34167000,0.15,598.179529955805,11751
"40","Algeria",2008,3139.32224366607,34731000,0.176,692.608908467939,12270
"41","Algeria",2009,3401.42254109942,35334000,0.2,720.071319409068,11172
"42","Algeria",2010,3274.70432995014,35977000,0.109,-328.598827028379,12510
"43","Algeria",2011,3267.96667434381,36661000,0.221,752.107143831319,13204
"44","Algeria",2012,3426.86713881648,37384000,0.211,1156.21656323561,13242
"45","Algeria",2013,3472.32905814083,38140000,0.061,750.104876769796,12998
"46","Algeria",2014,3678.65828650597,38924000,0.11,1257.21919638269,12782
"47","Algeria",2015,3793.39570970896,39728000,0.091,801.072291582763,13024
"48","Algeria",2016,3639.3339931276,40551000,0.137,-9.39557594140711,13328
"49","Argentina",1993,3460.83766607022,33970000,11.404,894.024138946129,14993
"50","Argentina",1994,3546.4944821448,34403000,13.293,707.060430776386,15748
"51","Argentina",1995,3663.6744169467,34828000,12.995,627.081658435741,15192
"52","Argentina",1996,3820.11169502213,35246000,11.17,1082.87465244283,15929
"53","Argentina",1997,3857.81339521696,35657000,14.3,497.349748997392,16353
"54","Argentina",1998,3864.19463949263,36063000,13.559,577.628039819205,16217
"55","Argentina",1999,4017.61317242693,36467000,11.463,-869.196808073052,15150
"56","Argentina",2000,3843.58450618144,36871000,14.066,1219.60348241165,14918
"57","Argentina",2001,3576.31209952205,37276000,17.31,421.423972529241,13913
"58","Argentina",2002,3300.83877777311,37682000,17.992,-989.358314314527,11871
"59","Argentina",2003,3534.46387639363,38088000,15.791,1179.32157109851,12636
"60","Argentina",2004,4079.64380276606,38492000,13.488,692.61145173023,13664
"61","Argentina",2005,4150.48413377915,38893000,13.991,1444.2701771527,14832
"62","Argentina",2006,4444.32440688272,39290000,14.79,1365.61466021889,15871
"63","Argentina",2007,4390.50778168836,39684000,12.247,462.37778449753,17303
"64","Argentina",2008,4691.64631424233,40080000,11.832,323.72754491018,18283
"65","Argentina",2009,4418.3332328166,40483000,13.103,-147.444606377986,16893
"66","Argentina",2010,4564.5489904504,40896000,13.051,1154.92957746479,18660
"67","Argentina",2011,4603.9904642988,41320000,12.836,369.796708615682,20003
"68","Argentina",2012,4591.43078073679,41755000,12.042,522.955334690456,19841
"69","Argentina",2013,4556.7203875403,42196000,12.64,1169.82652384112,19876
"70","Argentina",2014,4560.04395439054,42638000,12.892,-116.117078662226,19000
"71","Argentina",2015,4639.79744725567,43075000,12.913,667.20835751596,19316
"72","Argentina",2016,4597.74827378503,43508000,11.968,-215.362691918728,18695
"73","Australia",1993,16430.9979255262,17603000,4.346,1788.67238538885,28463
"74","Australia",1994,16518.6027526476,17799000,4.129,2414.23675487387,29582
"75","Australia",1995,16973.8119991415,17993000,3.931,1613.57194464514,30514
"76","Australia",1996,17173.0831818617,18189000,3.942,1686.01902248612,31419
"77","Australia",1997,17446.8209280614,18387000,3.854,1646.87007124599,32433
"78","Australia",1998,18006.3542548578,18587000,3.754,1528.2724484855,33260
"79","Australia",1999,18312.930392112,18788000,3.717,3001.43708750266,34643
"80","Australia",2000,18440.0285281287,18991000,3.709,302.617029119056,36001
"81","Australia",2001,18633.4328101232,19195000,3.594,573.69106538161,36266
"82","Australia",2002,18669.6094958675,19401000,3.659,1096.33524045152,37409
"83","Australia",2003,18840.4786379406,19624000,3.725,1116.38809620872,37889
"84","Australia",2004,19275.8878730222,19880000,3.716,2359.55734406439,39031
"85","Australia",2005,19154.3147163954,20179000,3.971,-101.88810149165,41158
"86","Australia",2006,19130.9496821096,20526000,3.854,4217.48026892721,41311
"87","Australia",2007,19143.9763538383,20916000,3.81,910.881621724995,42278
"88","Australia",2008,18987.8369199883,21332000,3.852,1241.32758297394,43965
"89","Australia",2009,18773.6166142788,21751000,4.311,-297.871362236219,42914
"90","Australia",2010,18344.659988851,22155000,5.037,773.549988715866,45398
"91","Australia",2011,17936.9817675478,22538000,6.293,3452.03656047564,46132
"92","Australia",2012,17769.2536205028,22904000,6.141,-998.428222144604,44871
"93","Australia",2013,17116.8175061379,23255000,6.86,1023.04880670823,44042
"94","Australia",2014,16667.5933123589,23596000,6.244,609.806746906256,43887
"95","Australia",2015,16820.0553599048,23932000,6.504,1241.14156777536,44336
"96","Australia",2016,17028.2896454632,24263000,7.207,1031.85920949594,44783
"97","Austria",1993,7704.78110667409,7892000,30.632,1400.65889508363,26424
"98","Austria",1994,7700.9370072395,7947000,29.87,-652.573298099912,27796
"99","Austria",1995,8043.58145836883,7990000,30.057,2783.97997496871,28938
"100","Austria",1996,8442.70876871989,8018000,27.57,-942.878523322524,29266
"101","Austria",1997,8398.31041483454,8033000,28.553,1621.81003361135,31019
"102","Austria",1998,8340.5860913296,8041000,29.015,1135.92836711852,32638
"103","Austria",1999,8165.07648515296,8051000,30.802,2146.81406036517,33821
"104","Austria",2000,8218.2231370033,8069000,31.496,521.997769240302,35714
"105","Austria",2001,8678.02970380357,8098000,29.389,1285.87305507533,34946
"106","Austria",2002,8866.97888414599,8134000,28.903,-98.7214162773543,35923
"107","Austria",2003,9515.54517848018,8176000,23.867,-1670.74363992172,35820
"108","Austria",2004,9482.88105569698,8217000,26.262,2218.32785688207,36845
"109","Austria",2005,9618.95448600793,8254000,26.547,1215.16840319845,37653
"110","Austria",2006,9301.27159067401,8285000,27.137,-427.278213639107,39100
"111","Austria",2007,8957.05552509113,8314000,29.405,-366.009141207602,40418
"112","Austria",2008,8838.04843324034,8342000,29.831,1456.72500599377,40828
"113","Austria",2009,8088.35333099604,8373000,32.67,-807.834706795653,40055
"114","Austria",2010,8588.38205401414,8410000,29.984,811.771700356718,40500
"115","Austria",2011,8296.96708289833,8454000,29.073,-4433.52259285545,41446
"116","Austria",2012,7948.38085008176,8502000,34.142,5266.17266525523,43052
"117","Austria",2013,7966.47729922272,8556000,33.477,-723.468910705937,43175
"118","Austria",2014,7483.15359628395,8615000,34.771,-2008.4735925711,44894
"119","Austria",2015,7689.00356641754,8679000,33.107,-645.69650881438,44845
"120","Austria",2016,7695.76750898664,8747000,33.768,2239.62501429061,45010
"121","Azerbaijan",1993,6384.63989528413,7582000,3.635,-3508.57293590082,5163
"122","Azerbaijan",1994,5458.94840569818,7684000,2.983,-2167.62103071317,4014
"123","Azerbaijan",1995,4284.38778636162,7775000,2.697,-1405.40192926045,2427
"124","Azerbaijan",1996,3976.78359163081,7856000,3.25,-3681.64460285132,2322
"125","Azerbaijan",1997,3760.26482136539,7926000,3.781,-646.858440575322,2243
"126","Azerbaijan",1998,3963.0838111349,7990000,4.294,139.924906132666,2170
"127","Azerbaijan",1999,3547.33407233897,8054000,3.327,-212.441023094115,2389
"128","Azerbaijan",2000,3632.4412162994,8123000,3.246,690.754647297797,2576
"129","Azerbaijan",2001,3512.58811092441,8197000,2.837,-657.801634744419,2770
"130","Azerbaijan",2002,3581.23161889132,8277000,4.433,42.0442189198985,2906
"131","Azerbaijan",2003,3663.04563137712,8361000,4.979,1363.71247458438,3084
"132","Azerbaijan",2004,3796.67954543933,8449000,4.866,2229.37625754527,3305
"133","Azerbaijan",2005,4015.2734512238,8539000,4.872,1584.4946715072,4806
"134","Azerbaijan",2006,4531.70519171854,8630000,4.117,-466.975666280417,6827
"135","Azerbaijan",2007,3491.33095785063,8724000,4.246,-1839.52315451628,9354
"136","Azerbaijan",2008,4018.43119474042,8822000,3.945,119.020630242575,10216
"137","Azerbaijan",2009,3569.77028238458,8924000,4.594,-1930.74854325415,10804
"138","Azerbaijan",2010,3391.5952170062,9032000,6.906,124.77856510186,12866
"139","Azerbaijan",2011,3605.47601086939,9146000,4.79,1376.01137109119,16176
"140","Azerbaijan",2012,3782.87792768484,9265000,3.145,230.86886130599,16407
"141","Azerbaijan",2013,3734.25614192126,9385000,2.601,372.722429408631,15841
"142","Azerbaijan",2014,3872.72767672332,9506000,2.265,273.301073006522,16025
"143","Azerbaijan",2015,3852.62987421967,9623000,2.571,1605.424503793,16045
"144","Azerbaijan",2016,3817.25141979814,9736000,3.125,-77.341824157765,15296
"145","Bangladesh",1993,145.554615121585,110351000,1.979,65.5816440267872,1396
"146","Bangladesh",1994,155.562991517053,112738000,2.599,52.1208465646011,1439
"147","Bangladesh",1995,182.699931504149,115170000,0.965,131.848571676652,1477
"148","Bangladesh",1996,182.678105251683,117650000,1.832,51.3982150446239,1496
"149","Bangladesh",1997,192.459756469706,120161000,1.696,46.895415317782,1459
"150","Bangladesh",1998,189.091609438649,122683000,1.916,65.6081119633527,1413
"151","Bangladesh",1999,200.299647955284,125190000,1.824,10.727693905264,1352
"152","Bangladesh",2000,207.778068781712,127658000,1.53,69.8585282551818,1369
"153","Bangladesh",2001,238.567359694747,130089000,1.763,154.371238152342,1384
"154","Bangladesh",2002,241.404639673169,132478000,1.281,32.3449931309349,1443
"155","Bangladesh",2003,248.22631274615,134792000,1.202,71.1985874532613,1468
"156","Bangladesh",2004,262.398929804462,136986000,1.156,42.6101937424262,1479
"157","Bangladesh",2005,270.984312242955,139036000,1.067,99.15417589689,1539
"158","Bangladesh",2006,295.833625695737,140920992,0.984,112.332447957789,1657
"159","Bangladesh",2007,298.90738819571,142660000,0.959,33.8427029300435,1813
"160","Bangladesh",2008,313.926654839783,144304000,1.149,88.2442621133163,1997
"161","Bangladesh",2009,336.803664172892,145924992,0.481,141.997609292314,2144
"162","Bangladesh",2010,365.858816989734,147575008,0.813,45.2515645467558,2421
"163","Bangladesh",2011,378.8786118791,149272992,0.894,148.05089456504,2772
"164","Bangladesh",2012,401.91330145822,151006000,0.775,126.041349350357,2697
"165","Bangladesh",2013,404.433570836407,152760992,0.74,57.7568912356893,2806
"166","Bangladesh",2014,426.999014122853,154516992,0.605,80.3536222087471,2901
"167","Bangladesh",2015,466.123702843254,156256000,0.762,358.52703256195,3068
"168","Bangladesh",2016,481.107940778334,157976992,0.748,31.7387990271393,3250
"169","Belarus",1993,7658.48292396547,10135000,0.016,-8173.55698075974,11506
"170","Belarus",1994,6368.7425340514,10108000,0.019,-5494.85555995251,7491
"171","Belarus",1995,5750.10923013369,10078000,0.022,-2553.3836078587,7142
"172","Belarus",1996,5893.82856349512,10045000,0.017,634.644101543056,7433
"173","Belarus",1997,6249.22418614581,10009000,0.022,259.76621041063,7994
"174","Belarus",1998,5959.05580094711,9970000,0.03,-558.876629889669,7902
"175","Belarus",1999,5743.21488862728,9924000,0.021,-687.222893994357,7828
"176","Belarus",2000,5618.17409310824,9872000,0.029,697.933549432739,8587
"177","Belarus",2001,5663.47170309282,9811000,0.033,-654.775252267863,8345
"178","Belarus",2002,5713.36876629528,9746000,0.031,760.004104247897,8543
"179","Belarus",2003,5901.24606509611,9679000,0.03,-118.607294141957,9041
"180","Belarus",2004,6319.32391589293,9617000,0.032,3354.78839554955,9760
"181","Belarus",2005,6489.8676060918,9562000,0.035,-106.672244300356,10303
"182","Belarus",2006,6816.06533457792,9517000,0.033,1872.54386886624,11593
"183","Belarus",2007,6778.94798579336,9481000,0.045,-750.448264950955,12775
"184","Belarus",2008,7026.02650309879,9453000,0.064,368.242885856342,14781
"185","Belarus",2009,6568.66717176882,9433000,0.098,-1663.73370083749,14573
"186","Belarus",2010,6780.94541476537,9421000,0.112,1859.14446449422,16016
"187","Belarus",2011,6672.62168419443,9415000,0.121,-170.68507700478,17918
"188","Belarus",2012,6765.06183717082,9417000,0.137,2579.80248486779,18564
"189","Belarus",2013,6840.2273091782,9424000,0.204,-4052.94991511036,19536
"190","Belarus",2014,6763.57769833257,9432000,0.181,979.113655640373,20037
"191","Belarus",2015,6281.49020388127,9439000,0.238,-2847.01769255218,19306
"192","Belarus",2016,6451.61955775001,9446000,0.315,-128.731738301927,18766
"193","Belgium",1993,12012.5775252634,10119000,0.221,-1466.44925387884,25349
"194","Belgium",1994,12301.9642640101,10156000,0.248,3152.61914139425,26373
"195","Belgium",1995,12377.8137495473,10186000,0.274,797.074415864913,27199
"196","Belgium",1996,12693.8826443475,10208000,0.216,4699.74529780564,26748
"197","Belgium",1997,12132.4843053452,10224000,0.225,1764.18231611894,28630
"198","Belgium",1998,12726.5309547154,10237000,0.284,1136.66113119078,29919
"199","Belgium",1999,12160.21361694,10255000,0.321,202.14529497806,31291
"200","Belgium",2000,12329.2287873367,10282000,0.386,1440.38124878428,33427
"201","Belgium",2001,12222.0775440589,10319000,0.398,-1152.7279775172,33294
"202","Belgium",2002,12185.7192170052,10365000,0.42,-92.2334780511336,34649
"203","Belgium",2003,12266.6696611662,10419000,0.421,2631.82647087053,34312
"204","Belgium",2004,12292.9564231268,10480000,0.524,230.43893129771,34665
"205","Belgium",2005,11900.9872571228,10547000,0.741,-696.975443254006,35284
"206","Belgium",2006,11661.447761274,10619000,1.03,45.8611922026557,35065
"207","Belgium",2007,11258.6339319018,10698000,1.201,882.594877547205,35943
"208","Belgium",2008,11165.426150614,10779000,1.487,727.618517487708,36634
"209","Belgium",2009,9917.06603160706,10860000,2.157,-4034.06998158379,37260
"210","Belgium",2010,10404.4307216558,10939000,2.705,4920.37663406161,38592
"211","Belgium",2011,9471.50696201183,11014000,3.553,-4384.23824223715,38130
"212","Belgium",2012,9157.8322265054,11085000,4.438,-4001.44339197113,38907
"213","Belgium",2013,9106.95408330543,11154000,4.732,2355.11923973462,39398
"214","Belgium",2014,8547.05259878775,11221000,5.397,-6250.69066928081,39182
"215","Belgium",2015,8837.1097765863,11288000,5.865,-572.554925584692,39531
"216","Belgium",2016,8668.44640242585,11354000,5.642,8557.42469614233,39733
"217","Brazil",1993,1455.7518865024,156848992,43.727,665.366086637012,6359
"218","Brazil",1994,1502.01364613712,159432992,43.138,703.474221947738,7051
"219","Brazil",1995,1577.48164337871,162020000,42.923,802.141710899889,8073
"220","Brazil",1996,1708.19652118232,164615008,42.655,871.457601241316,9500
"221","Brazil",1997,1773.74125676448,167208992,42.06,898.253127439462,9121
"222","Brazil",1998,1815.85829618862,169784992,42.135,647.112555154463,8661
"223","Brazil",1999,1835.44719570345,172319008,41.706,275.332364958833,8279
"224","Brazil",2000,1854.94616396819,174790000,41.859,352.491561302134,8316
"225","Brazil",2001,1879.20381949931,177196000,37.819,-722.60096164699,8188
"226","Brazil",2002,1823.76339270795,179538000,39.48,595.812585636467,8190
"227","Brazil",2003,1746.38367054094,181808992,40.939,478.810200982799,8038
"228","Brazil",2004,1813.39273719335,184006000,40.915,823.907916046216,8365
"229","Brazil",2005,1837.91957801202,186127008,41.76,597.704767273753,8639
"230","Brazil",2006,1817.2493235371,188167008,41.636,500.635052878133,9324
"231","Brazil",2007,1877.23532319992,190130000,42.989,1319.05012359964,10264
"232","Brazil",2008,1980.65241590376,192030000,42.015,758.589803676509,11352
"233","Brazil",2009,1857.21972665647,193887008,44.945,239.005183885245,11700
"234","Brazil",2010,2101.23032588369,195714000,42.868,1758.86753119348,13418
"235","Brazil",2011,2176.84404012479,197515008,42.45,953.871819198671,14831
"236","Brazil",2012,2308.7204962202,199287008,40.629,115.065202845536,14702
"237","Brazil",2013,2462.47820290893,201036000,38.35,468.637457967727,14943
"238","Brazil",2014,2583.76289699718,202764000,37.398,349.726775956284,14825
"239","Brazil",2015,2421.91421566939,204472000,38.632,-117.639579013263,15377
"240","Brazil",2016,2203.08522407123,206163008,41.467,-120.346517256869,13479
"241","Bulgaria",1993,6711.93084985133,8576000,2.063,2549.67350746269,8978
"242","Bulgaria",1994,6602.73097471043,8475000,1.62,-871.268436578171,8979
"243","Bulgaria",1995,6871.06238301832,8379000,2.38,3124.47786131997,9075
"244","Bulgaria",1996,6991.31594846436,8292000,3.003,466.71490593343,7834
"245","Bulgaria",1997,6769.3856416139,8212000,3,-1994.88553336581,7133
"246","Bulgaria",1998,6534.25355242995,8138000,3.511,-1400.71270582453,7706
"247","Bulgaria",1999,5736.81477521544,8067000,3.566,-4282.88087269121,7987
"248","Bulgaria",2000,5652.81471813358,7998000,3.442,951.98799699925,8671
"249","Bulgaria",2001,6168.59324014367,7931000,2.132,1258.85764720716,9121
"250","Bulgaria",2002,5869.20096084473,7866000,2.753,-464.149504195271,9647
"251","Bulgaria",2003,6460.21501551848,7804000,3.667,50.358790363916,9937
"252","Bulgaria",2004,6392.15372103708,7745000,3.934,-1061.58812136862,10492
"253","Bulgaria",2005,6581.38626815779,7687000,4.956,3301.54806816703,11102
"254","Bulgaria",2006,6791.45640775774,7631000,4.715,963.438605687328,12210
"255","Bulgaria",2007,7342.91825845797,7577000,3.318,-3218.95209185694,13709
"256","Bulgaria",2008,7173.56800451479,7524000,3.399,-135.300372142477,14734
"257","Bulgaria",2009,6115.38196083713,7474000,4.831,-3728.12416376773,14797
"258","Bulgaria",2010,6436.94408695977,7425000,7.188,1751.91919191919,14971
"259","Bulgaria",2011,7198.57857518691,7379000,4.566,1491.39449789944,15112
"260","Bulgaria",2012,6581.53215812337,7334000,6.465,-1360.78538314699,15757
"261","Bulgaria",2013,5838.90496894318,7290000,9.036,-2283.40192043896,15911
"262","Bulgaria",2014,6222.7708931096,7246000,9.003,2452.11150979851,16556
"263","Bulgaria",2015,6679.82645856932,7200000,9.977,2069.72222222222,17254
"264","Bulgaria",2016,6328.0104346701,7152000,8.492,-2175.61521252796,17953
"265","Canada",1993,16343.620589812,28548000,29.338,4374.49208350848,29435
"266","Canada",1994,16688.509232247,28861000,28.856,5937.94393818648,30489
"267","Canada",1995,16946.9569495557,29164000,28.898,2128.85749554245,31522
"268","Canada",1996,17302.3843513505,29458000,29.843,4584.79869644918,31534
"269","Canada",1997,17632.7548295933,29742000,29.184,-568.354515499967,32622
"270","Canada",1998,17757.0123474455,30022000,28.184,-4146.99220571581,33128
"271","Canada",1999,18115.0053118593,30303000,28.454,5005.44500544501,35222
"272","Canada",2000,18684.0377188631,30588000,28.572,4308.71583627566,37446
"273","Canada",2001,18271.7269761559,30880000,27.152,-4891.09455958549,36884
"274","Canada",2002,18299.8219586568,31178000,27.567,4685.86824042594,37037
"275","Canada",2003,18657.6517901435,31488000,26.248,-960.588160569106,37953
"276","Canada",2004,18433.7198498122,31815000,25.99,2665.15794436587,39211
"277","Canada",2005,17934.9142695127,32164000,27.285,3029.81594329064,41139
"278","Canada",2006,17543.4514496385,32537000,26.991,-1747.24160186864,41678
"279","Canada",2007,18059.9457523103,32931000,27.025,4554.21942850202,42449
"280","Canada",2008,17261.2032123152,33338000,27.706,355.150278960945,43642
"281","Canada",2009,16092.8080741335,33746000,28.774,-7019.52824038405,39214
"282","Canada",2010,16294.3729126549,34148000,27.021,981.492327515521,40618
"283","Canada",2011,16406.8003049311,34539000,27.608,6933.98766611656,42197
"284","Canada",2012,16326.6031128797,34922000,28.251,-646.297462917359,41615
"285","Canada",2013,16356.811565782,35297000,28.109,4592.45828257359,41816
"286","Canada",2014,16188.8613680669,35664000,27.136,662.881336922387,42833
"287","Canada",2015,16009.0168495528,36027000,28.001,132.372942515336,42844
"288","Canada",2016,15503.6257469818,36383000,28.541,-49.8859357392189,42969
"289","Chile",1993,2456.75496593761,13945000,26.158,881.391179634278,9285
"290","Chile",1994,2664.13073556403,14166000,24.631,687.279401383594,9910
"291","Chile",1995,2857.23890980028,14381000,24.706,1438.42570057715,11129
"292","Chile",1996,3265.1272459578,14587000,21.354,635.77157743196,11357
"293","Chile",1997,3750.18558095496,14786000,20.749,2746.11118625727,11459
"294","Chile",1998,3792.71331285886,14978000,17.076,-585.458672719989,11220
"295","Chile",1999,4016.83545472532,15163000,14.39,408.230561234584,10599
"296","Chile",2000,3787.88423934298,15342000,18.527,2065.96271672533,10903
"297","Chile",2001,3388.53000696295,15516000,20.889,627.287960814643,10750
"298","Chile",2002,3474.26090283091,15684000,21.43,942.871716398878,10736
"299","Chile",2003,3462.72429022082,15850000,20.841,-258.675078864353,11140
"300","Chile",2004,3687.01067748985,16015000,18.651,763.596628161099,12119
"301","Chile",2005,3766.11851943397,16183000,21.221,1508.74374343447,13309
"302","Chile",2006,3911.44139406909,16355000,21.394,1782.94099663711,15487
"303","Chile",2007,4277.49231699939,16530000,17.573,-284.815486993346,16392
"304","Chile",2008,4238.60785252574,16708000,19.625,225.939669619344,15817
"305","Chile",2009,3903.82150801268,16886000,20.457,-368.648584626318,15941
"306","Chile",2010,4180.37450502673,17063000,18.015,-414.46404500967,18075
"307","Chile",2011,4530.79981432053,17234000,16.253,1793.02541487757,19705
"308","Chile",2012,4580.67548678403,17400000,16.677,696.32183908046,20687
"309","Chile",2013,4648.96089234877,17572000,16.909,324.721147279763,20781
"310","Chile",2014,4359.22115498751,17759000,18.754,-101.694915254237,21090
"311","Chile",2015,4542.5943230699,17969000,19.894,865.490567087762,21340
"312","Chile",2016,4620.94217145368,18209000,18.129,922.565764182547,21446
"313","China",1993,2326.67858885273,1218817024,4.451,607.489873722013,2997
"314","China",1994,2447.3116588665,1230019968,4.637,540.858699295522,3135
"315","China",1995,2631.15626961446,1240920960,5.192,303.388380191435,3302
"316","China",1996,2723.11333153379,1251635968,4.818,425.48313856062,3494
"317","China",1997,2705.67355189592,1261996032,5.025,71.0707464411425,3540
"318","China",1998,2567.56993711653,1271981952,5.089,17.3194281297476,3554
"319","China",1999,2542.40868518958,1281515008,4.865,298.363263491332,3765
"320","China",2000,2595.24394788756,1290551040,5.313,366.409375021696,4071
"321","China",2001,2637.26040052294,1299129984,6.22,626.220632284321,4400
"322","China",2002,2893.20635320311,1307352064,5.892,885.118884089665,4793
"323","China",2003,3385.00492120241,1315303936,4.964,1721.82788936777,5122
"324","China",2004,3874.19870945168,1323085056,5.264,2187.03928887849,5595
"325","China",2005,4336.69390074031,1330776064,5.219,1987.31858164831,6338
"326","China",2006,4765.17133896055,1338408960,5.232,1594.59781261476,6937
"327","China",2007,5097.90588484532,1345993984,5.369,1604.39647254768,7482
"328","China",2008,5448.69879277025,1353569024,6.827,1016.89605450073,7741
"329","China",2009,5700.10897338786,1361169024,6.5,826.402878824254,8394
"330","China",2010,6210.16535176783,1368811008,7.14,1604.77449930034,9475
"331","China",2011,6820.35056107831,1376498048,6.636,1693.36673116735,10221
"332","China",2012,6959.87420736073,1384205952,7.994,1302.59373425957,10654
"333","China",2013,7038.32657176888,1391883008,8.387,1051.36566190483,11088
"334","China",2014,7017.28018864014,1399453952,9.619,949.450318176671,11708
"335","China",2015,6906.5512693867,1406848000,10.188,463.185077563461,12002
"336","China",2016,6862.90168662538,1414049024,10.934,599.13269315336,12320
"337","Colombia",1993,1804.95733249583,35091000,26.587,1216.4657604514,7170
"338","Colombia",1994,1867.79764534802,35759000,28.496,938.560921725999,7401
"339","Colombia",1995,1613.77754592131,36421000,28.029,132.258861645754,7597
"340","Colombia",1996,1612.11781206171,37076000,30.12,471.194303592621,7464
"341","Colombia",1997,1709.69483617856,37724000,26.136,-25.8456155232743,7504
"342","Colombia",1998,1698.40704827442,38364000,25.46,4.87436138046084,7216
"343","Colombia",1999,1404.17036334265,38999000,30.026,-454.703966768379,6748
"344","Colombia",2000,1419.60061581979,39630000,28.246,-402.62427453949,6860
"345","Colombia",2001,1389.57889507154,40256000,29.265,-80.8823529411764,6813
"346","Colombia",2002,1356.09461091077,40875000,31.303,114.960244648318,6846
"347","Colombia",2003,1376.28733969723,41484000,31.974,387.209526564459,6982
"348","Colombia",2004,1296.91977361171,42076000,33.075,256.107995056564,7240
"349","Colombia",2005,1408.26355280435,42648000,33.583,58.0800975426749,7688
"350","Colombia",2006,1435.25696164441,43201000,32.301,1086.502627254,8325
"351","Colombia",2007,1403.95719968906,43738000,33.22,113.059582056793,9060
"352","Colombia",2008,1519.87219523218,44255000,31.887,748.231838210372,9764
"353","Colombia",2009,1621.3792178771,44750000,29.811,-698.324022346369,9843
"354","Colombia",2010,1686.71746677576,45223000,27.582,550.914357738319,10618
"355","Colombia",2011,1666.11286900675,45663000,31.337,844.753958347021,11788
"356","Colombia",2012,1730.34189123249,46076000,28.681,571.186734959632,12078
"357","Colombia",2013,1975.32539664455,46495000,26.213,-68.781589418217,12293
"358","Colombia",2014,1824.99693408278,46968000,25.133,545.626809742804,12619
"359","Colombia",2015,1958.79777566523,47521000,24.863,44.9275057343069,12858
"360","Colombia",2016,2010.01357876014,48175000,24.545,650.067462376751,12963
"361","Croatia",1993,3611.30565383557,4698000,15.257,859.088974031503,9712
"362","Croatia",1994,3483.26524310932,4658000,18.017,671.103477887506,10260
"363","Croatia",1995,3667.59574742923,4617000,18.199,783.192549274421,11054
"364","Croatia",1996,3830.43299480731,4575000,23.558,2641.09289617486,11665
"365","Croatia",1997,4100.98011530875,4532000,17.619,-1351.94174757282,13090
"366","Croatia",1998,4294.21353155435,4492000,17.146,1292.52003561888,13501
"367","Croatia",1999,4516.86340786053,4456000,20.201,1516.15798922801,13781
"368","Croatia",2000,4448.78100405587,4428000,18.794,-1765.13098464318,14326
"369","Croatia",2001,4722.57381698903,4408000,19.77,1528.13067150635,14402
