"","Country Name","Indicator Name","Year","Value"
"297","Italy","Renewables",1981,7.692
"298","Japan","Biomass",1981,9.57212400933186
"299","Japan","Hydro",1981,737.739297415209
"300","Japan","Solar",1981,0
"301","Japan","Wind",1981,0
"302","Japan","Coal",1981,23.0151005058408
"303","Japan","Gas",1981,7.65008735467136
"304","Japan","Oil",1981,81.3716074638053
"305","Japan","CO2_emissions",1981,7806.06368663908
"306","Japan","Renewables",1981,5.889
"307","Kuwait","Biomass",1981,0
"308","Kuwait","Hydro",1981,0
"309","Kuwait","Solar",1981,0
"310","Kuwait","Wind",1981,0
"311","Kuwait","Coal",1981,0
"312","Kuwait","Gas",1981,111.322307157748
"313","Kuwait","Oil",1981,167.844716469771
"314","Kuwait","CO2_emissions",1981,17470.2024399996
"315","Kuwait","Renewables",1981,0
"316","Luxembourg","Biomass",1981,49.3150684931507
"317","Luxembourg","Hydro",1981,252.608219178082
"318","Luxembourg","Solar",1981,0
"319","Luxembourg","Wind",1981,0
"320","Luxembourg","Coal",1981,168.332301369863
"321","Luxembourg","Gas",1981,33.9646980821918
"322","Luxembourg","Oil",1981,123.108920547945
"323","Luxembourg","CO2_emissions",1981,26016.4501497497
"324","Luxembourg","Renewables",1981,0.919
"325","Malaysia","Biomass",1981,0
"326","Malaysia","Hydro",1981,110.469028444595
"327","Malaysia","Solar",1981,0
"328","Malaysia","Wind",1981,0
"329","Malaysia","Coal",1981,0.275486344983727
"330","Malaysia","Gas",1981,5.57193349370313
"331","Malaysia","Oil",1981,26.3305680282742
"332","Malaysia","CO2_emissions",1981,2184.61992066812
"333","Malaysia","Renewables",1981,3.319
"334","Mexico","Biomass",1981,13.8888888888889
"335","Mexico","Hydro",1981,354.685338865837
"336","Mexico","Solar",1981,0
"337","Mexico","Wind",1981,0
"338","Mexico","Coal",1981,1.23956892577225
"339","Mexico","Gas",1981,12.5410566853884
"340","Mexico","Oil",1981,34.2769993632711
"341","Mexico","CO2_emissions",1981,4088.82457974086
"342","Mexico","Renewables",1981,7.123
"343","Morocco","Biomass",1981,0
"344","Morocco","Hydro",1981,50
"345","Morocco","Solar",1981,0
"346","Morocco","Wind",1981,0
"347","Morocco","Coal",1981,0.864287110722944
"348","Morocco","Gas",1981,0.145636447851563
"349","Morocco","Oil",1981,8.82016860351563
"350","Morocco","CO2_emissions",1981,772.795553021271
"351","Morocco","Renewables",1981,4.84
"352","Netherlands","Biomass",1981,76.2795275590551
"353","Netherlands","Hydro",1981,0
"354","Netherlands","Solar",1981,0
"355","Netherlands","Wind",1981,0
"356","Netherlands","Coal",1981,13.0061867266592
"357","Netherlands","Gas",1981,84.7862767154106
"358","Netherlands","Oil",1981,108.037443617254
"359","Netherlands","CO2_emissions",1981,11537.5369009536
"360","Netherlands","Renewables",1981,0.365
"361","New Zealand","Biomass",1981,511.610875530057
"362","New Zealand","Hydro",1981,6217.94564922528
"363","New Zealand","Solar",1981,0
"364","New Zealand","Wind",1981,0
"365","New Zealand","Coal",1981,15.4441105845182
"366","New Zealand","Gas",1981,11.2849059213447
"367","New Zealand","Oil",1981,53.5697366833172
"368","New Zealand","CO2_emissions",1981,5232.56484770206
"369","New Zealand","Renewables",1981,45.595
"370","North America","Biomass",1981,117.930427658821
"371","North America","Hydro",1981,2172.78261062519
"372","North America","Solar",1981,0
"373","North America","Wind",1981,0
"374","North America","Coal",1981,66.2124860363495
"375","North America","Gas",1981,83.2985452955215
"376","North America","Oil",1981,147.857268175487
"377","North America","CO2_emissions",1981,20825.3147789982
"378","North America","Renewables",1981,6.878
"379","Norway","Biomass",1981,0
"380","Norway","Hydro",1981,22647.9629177848
"381","Norway","Solar",1981,0
"382","Norway","Wind",1981,0
"383","Norway","Coal",1981,9.98793365796536
"384","Norway","Gas",1981,8.87613857038302
"385","Norway","Oil",1981,91.5005193949744
"386","Norway","CO2_emissions",1981,7792.9202222772
"387","Norway","Renewables",1981,67.236
"388","Oman","Biomass",1981,0
"389","Oman","Hydro",1981,0
"390","Oman","Solar",1981,0
"391","Oman","Wind",1981,0
"392","Oman","Coal",1981,0
"393","Oman","Gas",1981,22.4532678132678
"394","Oman","Oil",1981,30.7005331695332
"395","Oman","CO2_emissions",1981,4924.34398034398
"396","Oman","Renewables",1981,0
"397","Pakistan","Biomass",1981,0
"398","Pakistan","Hydro",1981,115.031482399603
"399","Pakistan","Solar",1981,0
"400","Pakistan","Wind",1981,0
"401","Pakistan","Coal",1981,0.414632275656916
"402","Pakistan","Gas",1981,2.91732523549826
"403","Pakistan","Oil",1981,2.84620849033218
"404","Pakistan","CO2_emissions",1981,424.303819878798
"405","Pakistan","Renewables",1981,15.652
"406","Peru","Biomass",1981,4.22574367528496
"407","Peru","Hydro",1981,444.592716152349
"408","Peru","Solar",1981,0
"409","Peru","Wind",1981,0
"410","Peru","Coal",1981,0.335001390047262
"411","Peru","Gas",1981,1.46036697247706
"412","Peru","Oil",1981,16.0907534612177
"413","Peru","CO2_emissions",1981,1335.51937195046
"414","Peru","Renewables",1981,20.06
"415","Philippines","Biomass",1981,80.3770057321308
"416","Philippines","Hydro",1981,76.531136358967
"417","Philippines","Solar",1981,0
